,No_,Name,Address,City,Customer Posting Group,Salesperson Code,Shipment Method Code,Country_Region Code,Gen_ Bus_ Posting Group,County,CityState,Customer,StateCountry,Post Code,GeoColumn With Address,GeoColumn,State Area Code,State Zone Code,State Location Code,Mkt Segment,On premise/off premise,longitude,latitude,coordinates
6023,4BELLM,JOE CANAL'S OF BELLMAWR,15 N. BLACKHORSE PIKE,BELLMAWR,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,BELLMAWR NJ,4BELLM JOE CANAL'S OF BELLMAWR,"NJ, ",08031,15 N. BLACKHORSE PIKE BELLMAWR NJ  08031 ,BELLMAWR NJ  ,,,,Metro,Off premise,-75.0944,39.8689,"[-75.0944, 39.8689]"
6024,4BISHP,BISHOP & BISHOP BAR & LIQUOR,RTE 22,WHITE HOUSE STATION,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,WHITE HOUSE STATION NJ,4BISHP BISHOP & BISHOP BAR & LIQUOR,"NJ, ",08889,RTE 22 WHITE HOUSE STATION NJ  08889 ,WHITE HOUSE STATION NJ  ,,,,Metro,Off premise,-74.7724,40.6156,"[-74.7724, 40.6156]"
6025,4BLIWI,THE VINE REPUBLIC,1267 RTE.22,MOUNTAINSIDE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MOUNTAINSIDE NJ,4BLIWI THE VINE REPUBLIC,"NJ, ",07092,1267 RTE.22 MOUNTAINSIDE NJ  07092 ,MOUNTAINSIDE NJ  ,,,,Metro,Off premise,-74.3588,40.6785,"[-74.3588, 40.6785]"
6026,4BLO,LIQUOR LOCKER,339 BROAD ST.,BLOOMFIELD,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,BLOOMFIELD NJ,4BLO LIQUOR LOCKER,"NJ, ",07003,339 BROAD ST. BLOOMFIELD NJ  07003 ,BLOOMFIELD NJ  ,,,,Metro,Off premise,-74.1891,40.8035,"[-74.1891, 40.8035]"
6027,4BOUR,BOURBON ST PHILLIPSBURG,1217 ROUTE 22 WEST,PHILLIPSBURG,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,PHILLIPSBURG NJ,4BOUR BOURBON ST PHILLIPSBURG,"NJ, ",08865,1217 ROUTE 22 WEST PHILLIPSBURG NJ  08865 ,PHILLIPSBURG NJ  ,,,,Metro,Off premise,-75.1507,40.7079,"[-75.1507, 40.7079]"
6028,4BRCHE,WINE LEGEND,1811 ROUTE 70W,CHERRY HILL,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,CHERRY HILL NJ,4BRCHE WINE LEGEND,"NJ, ",08034,1811 ROUTE 70W CHERRY HILL NJ  08034 ,CHERRY HILL NJ  ,,,,Metro,Off premise,-75.0008,39.9074,"[-75.0008, 39.9074]"
6029,4BRCOL,WOODBRIDGE LLC,304 INMAN AVENUE,COLONIA,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,COLONIA NJ,4BRCOL WOODBRIDGE LLC,"NJ, ",07067,304 INMAN AVENUE COLONIA NJ  07067 ,COLONIA NJ  ,,,,Metro,Off premise,-74.3164,40.5937,"[-74.3164, 40.5937]"
6030,4BRID,BRIDGE WINE & LIQUOR,32 WASHINGTON STREET,SAYREVILLE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SAYREVILLE NJ,4BRID BRIDGE WINE & LIQUOR,"NJ, ",08827,32 WASHINGTON STREET SAYREVILLE NJ  08827 ,SAYREVILLE NJ  ,,,,Metro,Off premise,-74.9622,40.6774,"[-74.9622, 40.6774]"
6031,4BRITE,SANDY'S WINE AND SPIRITS,255 ROUTE 46,BUDD LAKE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,BUDD LAKE NJ,4BRITE SANDY'S WINE AND SPIRITS,"NJ, ",07828,255 ROUTE 46 BUDD LAKE NJ  07828 ,BUDD LAKE NJ  ,,,,Metro,Off premise,-74.7426,40.8731,"[-74.7426, 40.8731]"
6032,4BURKE,BURKE'S,6 SPARTA AVE.,SPARTA,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SPARTA NJ,4BURKE BURKE'S,"NJ, ",07871,6 SPARTA AVE. SPARTA NJ  07871 ,SPARTA NJ  ,,,,Metro,Off premise,-74.6407,41.0277,"[-74.6407, 41.0277]"
6033,4BUYFR,BUY-RITE FRANKLIN SOMERSET LIQ,916 EASTON AVENUE,SOMERSET,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SOMERSET NJ,4BUYFR BUY-RITE FRANKLIN SOMERSET LIQ,"NJ, ",08873,916 EASTON AVENUE SOMERSET NJ  08873 ,SOMERSET NJ  ,,,,Metro,Off premise,-74.5013,40.5007,"[-74.5013, 40.5007]"
6034,4CANMT,CANALS  MT. EPHRAIM,210 N.BLACK HORSE PIKE,MT. EPHRAIM,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MT. EPHRAIM NJ,4CANMT CANALS  MT. EPHRAIM,"NJ, ",08059,210 N.BLACK HORSE PIKE MT. EPHRAIM NJ  08059 ,MT. EPHRAIM NJ  ,,,,Metro,Off premise,-75.0929,39.8827,"[-75.0929, 39.8827]"
6035,4CED,CEDAR GROVE WINE CELLAR,420 POMPTON AVENUE,CEDAR GROVE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,CEDAR GROVE NJ,4CED CEDAR GROVE WINE CELLAR,"NJ, ",07009,420 POMPTON AVENUE CEDAR GROVE NJ  07009 ,CEDAR GROVE NJ  ,,,,Metro,Off premise,-74.2297,40.8534,"[-74.2297, 40.8534]"
6036,4CGM,WINEWORKS,319 RT.70 W,MARLTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MARLTON NJ,4CGM WINEWORKS,"NJ, ",08053,319 RT.70 W MARLTON NJ  08053 ,MARLTON NJ  ,,,,Metro,Off premise,-74.9067,39.8845,"[-74.9067, 39.8845]"
6037,4CHATE,WINE CHATEAU,702 OLD BRIDGE TPKE.,SOUTH RIVER,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SOUTH RIVER NJ,4CHATE WINE CHATEAU,"NJ, ",08882,702 OLD BRIDGE TPKE. SOUTH RIVER NJ  08882 ,SOUTH RIVER NJ  ,,,,Metro,Off premise,-74.3801,40.4444,"[-74.3801, 40.4444]"
6038,4CK,KEARNEY WINE &LIQUOR,818 KEARNEY AVE.,KEARNEY,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,KEARNEY NJ,4CK KEARNEY WINE &LIQUOR,"NJ, ",07032,818 KEARNEY AVE. KEARNEY NJ  07032 ,KEARNEY NJ  ,,,,Metro,Off premise,-74.1471,40.7647,"[-74.1471, 40.7647]"
6039,4CRAN,NJ WINE SELLER.COM,6 SOUTH AVENUE,CRANFORD,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,CRANFORD NJ,4CRAN NJ WINE SELLER.COM,"NJ, ",07016,6 SOUTH AVENUE CRANFORD NJ  07016 ,CRANFORD NJ  ,,,,Metro,Off premise,-74.3057,40.6554,"[-74.3057, 40.6554]"
6040,4CWS,CHEERS WINE & SPIRITS,1399 ST GEORGES AVE.,COLONIA,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,COLONIA NJ,4CWS CHEERS WINE & SPIRITS,"NJ, ",07067,1399 ST GEORGES AVE. COLONIA NJ  07067 ,COLONIA NJ  ,,,,Metro,Off premise,-74.3164,40.5937,"[-74.3164, 40.5937]"
6041,4DEGRE,56 DEGREE WINE,25 CLAREMONT ROAD,BERNARDSVILLE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,BERNARDSVILLE NJ,4DEGRE 56 DEGREE WINE,"NJ, ",07924,25 CLAREMONT ROAD BERNARDSVILLE NJ  07924 ,BERNARDSVILLE NJ  ,,,,Metro,Off premise,-74.5778,40.7225,"[-74.5778, 40.7225]"
6042,4DISCO,DISCOVER WINE,66 W MAIN STREET,SOMERVILLE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SOMERVILLE NJ,4DISCO DISCOVER WINE,"NJ, ",08876,66 W MAIN STREET SOMERVILLE NJ  08876 ,SOMERVILLE NJ  ,,,,Metro,Off premise,-74.6874,40.588,"[-74.6874, 40.588]"
6043,4ED,ED'S LIQUOR STORE,288 SPOTSWOOD ENGLISHTOWN RD.,MONROE TOWNSHIP,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MONROE TOWNSHIP NJ,4ED ED'S LIQUOR STORE,"NJ, ",08831,288 SPOTSWOOD ENGLISHTOWN RD. MONROE TOWNSHIP NJ  08831 ,MONROE TOWNSHIP NJ  ,,,,Metro,Off premise,-74.4285,40.3192,"[-74.4285, 40.3192]"
6044,4ELDOR,EL DORADO WINE HOUSE,340 RTE 46 EAST,MOUNTAIN LAKES,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MOUNTAIN LAKES NJ,4ELDOR EL DORADO WINE HOUSE,"NJ, ",07046,340 RTE 46 EAST MOUNTAIN LAKES NJ  07046 ,MOUNTAIN LAKES NJ  ,,,,Metro,Off premise,-74.4415,40.8904,"[-74.4415, 40.8904]"
6045,4EVINE,WINE.COM,215 RUTGERS ST SUITE B,MAPLEWOOD,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MAPLEWOOD NJ,4EVINE WINE.COM,"NJ, ",07040,215 RUTGERS ST SUITE B MAPLEWOOD NJ  07040 ,MAPLEWOOD NJ  ,,,,Metro,Off premise,-74.2656,40.7279,"[-74.2656, 40.7279]"
6046,4FAIR,FAIRCHILD'S,171 EAGLE ROCK AVENUE,ROSELAND,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,ROSELAND NJ,4FAIR FAIRCHILD'S,"NJ, ",07068,171 EAGLE ROCK AVENUE ROSELAND NJ  07068 ,ROSELAND NJ  ,,,,Metro,Off premise,-74.3047,40.8203,"[-74.3047, 40.8203]"
6047,4FLEM2,VINELITTLE BROTHERS,67 CHURCH STREET,FLEMINGTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,FLEMINGTON NJ,4FLEM2 VINELITTLE BROTHERS,"NJ, ",08822,67 CHURCH STREET FLEMINGTON NJ  08822 ,FLEMINGTON NJ  ,,,,Metro,Off premise,-74.8453,40.518,"[-74.8453, 40.518]"
6048,4FLEMI,FLEMINGTON CENTRAL LIQUORS,8 REAVILLE AVE.,FLEMINGTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,FLEMINGTON NJ,4FLEMI FLEMINGTON CENTRAL LIQUORS,"NJ, ",08822,8 REAVILLE AVE. FLEMINGTON NJ  08822 ,FLEMINGTON NJ  ,,,,Metro,Off premise,-74.8453,40.518,"[-74.8453, 40.518]"
6049,4FLORH,FLORHAM PARK LIQUORS,184 COLUMBIA TPK,FLORHAM PARK,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,FLORHAM PARK NJ,4FLORH FLORHAM PARK LIQUORS,"NJ, ",07932,184 COLUMBIA TPK FLORHAM PARK NJ  07932 ,FLORHAM PARK NJ  ,,,,Metro,Off premise,-74.3928,40.7757,"[-74.3928, 40.7757]"
6050,4FRAKI,"FRANKLIN BOTTLE KING, INC.",3391 ROUTE #27,FRANKLIN PARK,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,FRANKLIN PARK NJ,"4FRAKI FRANKLIN BOTTLE KING, INC.","NJ, ",08823,3391 ROUTE #27 FRANKLIN PARK NJ  08823 ,FRANKLIN PARK NJ  ,,,,Metro,Off premise,-74.5369,40.4421,"[-74.5369, 40.4421]"
6051,4FREN,FRENCHTOWN WINE & LIQUOR,22 BRIDGE STREET,FRENCHTOWN,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,FRENCHTOWN NJ,4FREN FRENCHTOWN WINE & LIQUOR,"NJ, ",08825,22 BRIDGE STREET FRENCHTOWN NJ  08825 ,FRENCHTOWN NJ  ,,,,Metro,Off premise,-75.0325,40.5208,"[-75.0325, 40.5208]"
6052,4GARYS,GARY'S WINES MARKET OF BERNARD,100 MORRISTOWN ROAD (202),BERNARDSVILLE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,BERNARDSVILLE NJ,4GARYS GARY'S WINES MARKET OF BERNARD,"NJ, ",07924,100 MORRISTOWN ROAD (202) BERNARDSVILLE NJ  07924 ,BERNARDSVILLE NJ  ,,,,Metro,Off premise,-74.5778,40.7225,"[-74.5778, 40.7225]"
6053,4GBB,THE MARKET PLACE,182 ROUTE 206,FLANDERS,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,FLANDERS NJ,4GBB THE MARKET PLACE,"NJ, ",07836,182 ROUTE 206 FLANDERS NJ  07836 ,FLANDERS NJ  ,,,,Metro,Off premise,-74.7019,40.8453,"[-74.7019, 40.8453]"
6054,4HABIB,BUYRITE OF BOUNDBROOK,260 W.UNION AVENUE,BOUNDBROOK,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,BOUNDBROOK NJ,4HABIB BUYRITE OF BOUNDBROOK,"NJ, ",08805,260 W.UNION AVENUE BOUNDBROOK NJ  08805 ,BOUNDBROOK NJ  ,,,,Metro,Off premise,-74.5397,40.5681,"[-74.5397, 40.5681]"
6055,4HAMB,SHOPPERS LIQUOR,744 HAMBURG TPK.,POMPTON LAKES,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,POMPTON LAKES NJ,4HAMB SHOPPERS LIQUOR,"NJ, ",07442,744 HAMBURG TPK. POMPTON LAKES NJ  07442 ,POMPTON LAKES NJ  ,,,,Metro,Off premise,-74.2876,40.9993,"[-74.2876, 40.9993]"
6056,4HARMO,HARMONY SPIRITS & GROCERY,2330 BELVIDERE ROAD,PHILLIPSBURG,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,PHILLIPSBURG NJ,4HARMO HARMONY SPIRITS & GROCERY,"NJ, ",08865,2330 BELVIDERE ROAD PHILLIPSBURG NJ  08865 ,PHILLIPSBURG NJ  ,,,,Metro,Off premise,-75.1507,40.7079,"[-75.1507, 40.7079]"
6057,4HARVE,HARVEST WINES AND SPIRITS,2370 WOODBRIDGE AVE.,EDISON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,EDISON NJ,4HARVE HARVEST WINES AND SPIRITS,"NJ, ",08817,2370 WOODBRIDGE AVE. EDISON NJ  08817 ,EDISON NJ  ,,,,Metro,Off premise,-74.3973,40.5171,"[-74.3973, 40.5171]"
6058,4HICKO,HICKORY WINE CELLARS,641 SHUNPIKE RD.,CHATHAM,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,CHATHAM NJ,4HICKO HICKORY WINE CELLARS,"NJ, ",07928,641 SHUNPIKE RD. CHATHAM NJ  07928 ,CHATHAM NJ  ,,,,Metro,Off premise,-74.4017,40.7305,"[-74.4017, 40.7305]"
6059,4HIST,HISTORIC HOPEWELL HOUSE,48 W.BROAD STREET,HOPEWELL,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,HOPEWELL NJ,4HIST HISTORIC HOPEWELL HOUSE,"NJ, ",08525,48 W.BROAD STREET HOPEWELL NJ  08525 ,HOPEWELL NJ  ,,,,Metro,Off premise,-74.771,40.3902,"[-74.771, 40.3902]"
6060,4HOLLA,HOLLAND LIQUORS,641 MILFORD WARREN GLEN RD.,MILFORD,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MILFORD NJ,4HOLLA HOLLAND LIQUORS,"NJ, ",08848,641 MILFORD WARREN GLEN RD. MILFORD NJ  08848 ,MILFORD NJ  ,,,,Metro,Off premise,-75.1025,40.5929,"[-75.1025, 40.5929]"
6061,4JELMA,GARY'S WINE & MARKETPLACE,121 MAIN ST.,MADISON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MADISON NJ,4JELMA GARY'S WINE & MARKETPLACE,"NJ, ",07940,121 MAIN ST. MADISON NJ  07940 ,MADISON NJ  ,,,,Metro,Off premise,-74.4179,40.7599,"[-74.4179, 40.7599]"
6062,4JEWIN,BOURBON ST FLEMINGTON,326  ROUTE 31,FLEMINGTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,FLEMINGTON NJ,4JEWIN BOURBON ST FLEMINGTON,"NJ, ",08822,326  ROUTE 31 FLEMINGTON NJ  08822 ,FLEMINGTON NJ  ,,,,Metro,Off premise,-74.8453,40.518,"[-74.8453, 40.518]"
6063,4JILL,JILLY'S LIQUORS,657 LINCOLN BLVD.,MIDDLESEX,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MIDDLESEX NJ,4JILL JILLY'S LIQUORS,"NJ, ",08846,657 LINCOLN BLVD. MIDDLESEX NJ  08846 ,MIDDLESEX NJ  ,,,,Metro,Off premise,-74.5008,40.5759,"[-74.5008, 40.5759]"
6064,4JIMBO,BORO LIQUORS,RTE 202 SOUTH STAPLES SHOPPING CTR.,RARITAN,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,RARITAN NJ,4JIMBO BORO LIQUORS,"NJ, ",08869,RTE 202 SOUTH STAPLES SHOPPING CTR. RARITAN NJ  08869 ,RARITAN NJ  ,,,,Metro,Off premise,-74.6377,40.5711,"[-74.6377, 40.5711]"
6065,4JOECA,JOE CANAL'S,305 NORTH RTE 73,MARLTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MARLTON NJ,4JOECA JOE CANAL'S,"NJ, ",08053,305 NORTH RTE 73 MARLTON NJ  08053 ,MARLTON NJ  ,,,,Metro,Off premise,-74.9067,39.8845,"[-74.9067, 39.8845]"
6066,4LAKE,CLIFTON COMMONS SPIRITS & WINE,132 KINGSLAND ROAD,CLIFTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,CLIFTON NJ,4LAKE CLIFTON COMMONS SPIRITS & WINE,"NJ, ",07014,132 KINGSLAND ROAD CLIFTON NJ  07014 ,CLIFTON NJ  ,,,,Metro,Off premise,-74.1377,40.8344,"[-74.1377, 40.8344]"
6067,4LINDE,THE VINE REPUBLIC 2,500 SPRINGFIELD AVE.,BERKELEY HEIGHTS,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,BERKELEY HEIGHTS NJ,4LINDE THE VINE REPUBLIC 2,"NJ, ",07922,500 SPRINGFIELD AVE. BERKELEY HEIGHTS NJ  07922 ,BERKELEY HEIGHTS NJ  ,,,,Metro,Off premise,-74.4346,40.6752,"[-74.4346, 40.6752]"
6068,4LINE,THE WINE WAREHOUSE,1700 EAST 2ND STREET,SCOTCH PLAINS,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SCOTCH PLAINS NJ,4LINE THE WINE WAREHOUSE,"NJ, ",07076,1700 EAST 2ND STREET SCOTCH PLAINS NJ  07076 ,SCOTCH PLAINS NJ  ,,,,Metro,Off premise,-74.3682,40.6379,"[-74.3682, 40.6379]"
6069,4LIQBA,LIQUOR BARN,1007 OLD YORK RD.,RARITAN,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,RARITAN NJ,4LIQBA LIQUOR BARN,"NJ, ",08869,1007 OLD YORK RD. RARITAN NJ  08869 ,RARITAN NJ  ,,,,Metro,Off premise,-74.6377,40.5711,"[-74.6377, 40.5711]"
6070,4LIQUO,LIQUOR LOCKER,1665 OAK TREE RD.,EDISON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,EDISON NJ,4LIQUO LIQUOR LOCKER,"NJ, ",08820,1665 OAK TREE RD. EDISON NJ  08820 ,EDISON NJ  ,,,,Metro,Off premise,-74.3589,40.578,"[-74.3589, 40.578]"
6071,4LOVE,BUYRITE MILLTOWN,312 RYDERS LANE,MILLTOWN,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MILLTOWN NJ,4LOVE BUYRITE MILLTOWN,"NJ, ",08850,312 RYDERS LANE MILLTOWN NJ  08850 ,MILLTOWN NJ  ,,,,Metro,Off premise,-74.439,40.4493,"[-74.439, 40.4493]"
6072,4MILFO,MILFORD MARKET INC.,26 Bridge street,MILFORD,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MILFORD NJ,4MILFO MILFORD MARKET INC.,"NJ, ",08848,26 Bridge street MILFORD NJ  08848 ,MILFORD NJ  ,,,,Metro,Off premise,-75.1025,40.5929,"[-75.1025, 40.5929]"
6073,4MONT,MONTVILLE WINES & SPIRITS,299 CHANGEBRIDGE RD,PINE BROOK,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,PINE BROOK NJ,4MONT MONTVILLE WINES & SPIRITS,"NJ, ",07058,299 CHANGEBRIDGE RD PINE BROOK NJ  07058 ,PINE BROOK NJ  ,,,,Metro,Off premise,-74.35,40.8742,"[-74.35, 40.8742]"
6074,4MURP,MURPHY'S SPIRIT SHOP,565 INMAN AVENUE,COLONIA,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,COLONIA NJ,4MURP MURPHY'S SPIRIT SHOP,"NJ, ",07067,565 INMAN AVENUE COLONIA NJ  07067 ,COLONIA NJ  ,,,,Metro,Off premise,-74.3164,40.5937,"[-74.3164, 40.5937]"
6075,4MVF,MOUNTAIN VALLEY FINE WINE,150 RT.31 NORTH,OXFORD,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,OXFORD NJ,4MVF MOUNTAIN VALLEY FINE WINE,"NJ, ",07863,150 RT.31 NORTH OXFORD NJ  07863 ,OXFORD NJ  ,,,,Metro,Off premise,-75.0019,40.8105,"[-75.0019, 40.8105]"
6076,4MWL,METRO WINE &  LIQUOR,1179 WEST SAINT GEORGES AVE.,LINDEN,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,LINDEN NJ,4MWL METRO WINE &  LIQUOR,"NJ, ",07036,1179 WEST SAINT GEORGES AVE. LINDEN NJ  07036 ,LINDEN NJ  ,,,,Metro,Off premise,-74.2556,40.6354,"[-74.2556, 40.6354]"
6077,4NEC,HOME WINES AND MARKETPLACE,601 US Highway 206,HILLS BOROUGH,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,HILLS BOROUGH NJ,4NEC HOME WINES AND MARKETPLACE,"NJ, ",08844,601 US Highway 206 HILLS BOROUGH NJ  08844 ,HILLS BOROUGH NJ  ,,,,Metro,Off premise,-74.6272,40.4775,"[-74.6272, 40.4775]"
6078,4NTSK,STEELE'S WINE CELLAR,1325 ROUTE 206,MONTGOMERY,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MONTGOMERY NJ,4NTSK STEELE'S WINE CELLAR,"NJ, ",08553,1325 ROUTE 206 MONTGOMERY NJ  08553 ,MONTGOMERY NJ  ,,,,Metro,Off premise,-74.64,40.401,"[-74.64, 40.401]"
6079,4OAKTR,OAK TREE LIQUORS,902 OAK TREE RD.,SOUTH  PLAINFIELD,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SOUTH  PLAINFIELD NJ,4OAKTR OAK TREE LIQUORS,"NJ, ",07080,902 OAK TREE RD. SOUTH  PLAINFIELD NJ  07080 ,SOUTH  PLAINFIELD NJ  ,,,,Metro,Off premise,-74.4147,40.5839,"[-74.4147, 40.5839]"
6080,4PARKA,PARK BEVERAGE,1923 WESTFIELD AVENUE,SCOTCH PLAINS,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SCOTCH PLAINS NJ,4PARKA PARK BEVERAGE,"NJ, ",07076,1923 WESTFIELD AVENUE SCOTCH PLAINS NJ  07076 ,SCOTCH PLAINS NJ  ,,,,Metro,Off premise,-74.3682,40.6379,"[-74.3682, 40.6379]"
6081,4PATER,SUPER WINE WAREHOUSE,42 E 30TH ST.,PATERSON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,PATERSON NJ,4PATER SUPER WINE WAREHOUSE,"NJ, ",07514,42 E 30TH ST. PATERSON NJ  07514 ,PATERSON NJ  ,,,,Metro,Off premise,-74.1467,40.9248,"[-74.1467, 40.9248]"
6082,4PEAPK,PEAPACK FINE WINES,159 MAIN STREET,PEAPACK,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,PEAPACK NJ,4PEAPK PEAPACK FINE WINES,"NJ, ",07977,159 MAIN STREET PEAPACK NJ  07977 ,PEAPACK NJ  ,,,,Metro,Off premise,-74.6541,40.7079,"[-74.6541, 40.7079]"
6083,4PILGR,PILGRIM LIQUOR,283 POMPTON AVENUE,VERONA,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,VERONA NJ,4PILGR PILGRIM LIQUOR,"NJ, ",07044,283 POMPTON AVENUE VERONA NJ  07044 ,VERONA NJ  ,,,,Metro,Off premise,-74.2428,40.8319,"[-74.2428, 40.8319]"
6084,4PISCA,PISCATAWAY LIQUORS INC.,600 STELTON RD.,PISCATAWAY,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,PISCATAWAY NJ,4PISCA PISCATAWAY LIQUORS INC.,"NJ, ",08854,600 STELTON RD. PISCATAWAY NJ  08854 ,PISCATAWAY NJ  ,,,,Metro,Off premise,-74.459,40.5515,"[-74.459, 40.5515]"
6085,4RARWI,RARITAN WINE & SPIRITS,14 COMMERCE ST.,FLEMINGTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,FLEMINGTON NJ,4RARWI RARITAN WINE & SPIRITS,"NJ, ",08822,14 COMMERCE ST. FLEMINGTON NJ  08822 ,FLEMINGTON NJ  ,,,,Metro,Off premise,-74.8453,40.518,"[-74.8453, 40.518]"
6086,4RCLI,US 1 DISCOUNT LIQUORS,585 FAYETTE ST,PERTH AMBOY,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,PERTH AMBOY NJ,4RCLI US 1 DISCOUNT LIQUORS,"NJ, ",08861,585 FAYETTE ST PERTH AMBOY NJ  08861 ,PERTH AMBOY NJ  ,,,,Metro,Off premise,-74.2754,40.5176,"[-74.2754, 40.5176]"
6087,4REN,BUY RITE,456 RENAISSANCE BLVD EAST,NORTH BRUNSWICK,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,NORTH BRUNSWICK NJ,4REN BUY RITE,"NJ, ",08902,456 RENAISSANCE BLVD EAST NORTH BRUNSWICK NJ  08902 ,NORTH BRUNSWICK NJ  ,,,,Metro,Off premise,-74.4823,40.4538,"[-74.4823, 40.4538]"
6088,4ROSEC,ROSE CITY LIQUORS,84 MAIN ST.,MADISON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MADISON NJ,4ROSEC ROSE CITY LIQUORS,"NJ, ",07940,84 MAIN ST. MADISON NJ  07940 ,MADISON NJ  ,,,,Metro,Off premise,-74.4179,40.7599,"[-74.4179, 40.7599]"
6089,4RSN,THE WINE RACK,572A ALLEN RD.,BASKING RIDGE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,BASKING RIDGE NJ,4RSN THE WINE RACK,"NJ, ",07920,572A ALLEN RD. BASKING RIDGE NJ  07920 ,BASKING RIDGE NJ  ,,,,Metro,Off premise,-74.5605,40.6789,"[-74.5605, 40.6789]"
6090,4RSPD,"ANV MADISON, LLC",300 MAIN STREET UNIT 7A,MADISON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MADISON NJ,"4RSPD ANV MADISON, LLC","NJ, ",07940,300 MAIN STREET UNIT 7A MADISON NJ  07940 ,MADISON NJ  ,,,,Metro,Off premise,-74.4179,40.7599,"[-74.4179, 40.7599]"
6091,4RYD,RYDERS LANE WINE & SPIRITS,262 RYDER LANE,MILLTOWN,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MILLTOWN NJ,4RYD RYDERS LANE WINE & SPIRITS,"NJ, ",08850,262 RYDER LANE MILLTOWN NJ  08850 ,MILLTOWN NJ  ,,,,Metro,Off premise,-74.439,40.4493,"[-74.439, 40.4493]"
